"incident_report_number","crime_type","ucr_code","family_violence","occ_date_time","occ_date","occ_time","rep_date_time","rep_date","rep_time","location_type","address","zip_code","council_district","sector","district","pra","census_tract","clearance_status","clearance_date","ucr_category","category_description","x_coordinate","y_coordinate","latitude","longitude","location"
"2021441169","FAMILY DISTURBANCE","3400","N","2021-02-13T19:07:00.000","2021-02-13T00:00:00.000","1907","2021-02-13T19:07:00.000","2021-02-13T00:00:00.000","1907","RESIDENCE / HOME","1405 CLEARFIELD DR","78758","4","ED","2","249",,,,,,"3122455","3122455","30.35739748","-97.71458529","
,  
(30.35739748, -97.71458529)"
"2021441165","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-13T19:00:00.000","2021-02-13T00:00:00.000","1900","2021-02-13T19:00:00.000","2021-02-13T00:00:00.000","1900","RESIDENCE / HOME","2439 TOWN LAKE CIR","78741","3","HE","2","441",,"C","2021-02-14T00:00:00.000",,,"3121104","3121104","30.23893301","-97.72207713","
,  
(30.23893301, -97.72207713)"
"2021441154","DISTURBANCE - OTHER","3401","N","2021-02-13T18:53:00.000","2021-02-13T00:00:00.000","1853","2021-02-13T18:53:00.000","2021-02-13T00:00:00.000","1853","STREETS / HWY / ROAD / ALLEY","12345 LAMPLIGHT VILLAGE AVE","78758","7","AD","3","203",,,,,,"3127899","3127899","30.41260065","-97.6958102","
,  
(30.41260065, -97.6958102)"
"2021441151","SUSPICIOUS PERSON","3403","N","2021-02-13T18:52:00.000","2021-02-13T00:00:00.000","1852","2021-02-13T18:52:00.000","2021-02-13T00:00:00.000","1852","STREETS / HWY / ROAD / ALLEY","3609 SAVAGE SPRINGS DR","78754","1","ED","5","225",,,,,,"3146231","3146231","30.35914329","-97.63913092","
,  
(30.35914329, -97.63913092)"
"2021441149","ROBBERY BY THREAT","305","N","2021-02-13T18:48:00.000","2021-02-13T00:00:00.000","1848","2021-02-13T18:48:00.000","2021-02-13T00:00:00.000","1848","DEPARTMENT / DISCOUNT STORE","2901 N CAPITAL OF TEXAS HWY NB","78746","10","BA","7","309",,,,"120","Robbery","3093055","3093055","30.33133497","-97.80850797","
,  
(30.33133497, -97.80850797)"
"2021441144","DISTURBANCE - OTHER","3401","N","2021-02-13T18:45:00.000","2021-02-13T00:00:00.000","1845","2021-02-13T18:45:00.000","2021-02-13T00:00:00.000","1845","PARKING LOTS / GARAGE","729 E SLAUGHTER LN","78744","5","FR","7","543",,,,,,"3104383","3104383","30.16033132","-97.77712252","
,  
(30.16033132, -97.77712252)"
"2021441138","DATING DISTURBANCE","2400","N","2021-02-13T18:41:00.000","2021-02-13T00:00:00.000","1841","2021-02-13T18:41:00.000","2021-02-13T00:00:00.000","1841","RESIDENCE / HOME","126 W ALPINE RD","78704","3","DA","2","474",,,,,,"3108550","3108550","30.22886535","-97.76211082","
,  
(30.22886535, -97.76211082)"
"2021441106","CRIMINAL MISCHIEF-NO SUSPECT","1400","N","2021-02-13T18:11:00.000","2021-02-13T00:00:00.000","1811","2021-02-13T18:11:00.000","2021-02-13T00:00:00.000","1811","PARKING LOTS / GARAGE","1100 REINLI ST","78723","4","ID","5","292",,,,,,"3126350","3126350","30.31702008","-97.70333336","
,  
(30.31702008, -97.70333336)"
"2021441101","AUTO THEFT","700","N","2021-02-13T18:09:00.000","2021-02-13T00:00:00.000","1809","2021-02-13T18:11:00.000","2021-02-13T00:00:00.000","1811","PARKING LOTS / GARAGE","7610 CAMERON RD","78752","4","ID","1","265",,"N","2021-02-17T00:00:00.000","240","Auto Theft","3130949","3130949","30.33173988","-97.6883503","
,  
(30.33173988, -97.6883503)"
"2021441104","SUSPICIOUS PERSON","3403","N","2021-02-13T18:09:00.000","2021-02-13T00:00:00.000","1809","2021-02-13T18:09:00.000","2021-02-13T00:00:00.000","1809","RESIDENCE / HOME","5803 BUFFALO PASS","78745","5","DA","4","505",,,,,,"3095285","3095285","30.21691644","-97.80443674","
,  
(30.21691644, -97.80443674)"
"20215006484","HARASSMENT","2703","Y","2021-02-13T18:00:00.000","2021-02-13T00:00:00.000","1800","2021-02-18T16:05:00.000","2021-02-18T00:00:00.000","1605","RESIDENCE / HOME","5401 ROSE HILL CIR","78745","5","DA","3","507",,,,,,"3098938","3098938","30.21496956","-97.79291959","
,  
(30.21496956, -97.79291959)"
"2021441080","FAMILY DISTURBANCE","3400","N","2021-02-13T17:41:00.000","2021-02-13T00:00:00.000","1741","2021-02-13T17:41:00.000","2021-02-13T00:00:00.000","1741","RESIDENCE / HOME","4404 E OLTORF ST","78741","3","HE","4","458",,"N","2021-02-13T00:00:00.000",,,"3119889","3119889","30.22706496","-97.72624614","
,  
(30.22706496, -97.72624614)"
"2021441069","DWI - DRUG RECOGNITION EXPERT","2103","N","2021-02-13T17:32:00.000","2021-02-13T00:00:00.000","1732","2021-02-13T17:32:00.000","2021-02-13T00:00:00.000","1732","STREETS / HWY / ROAD / ALLEY","5928 ED BLUESTEIN BLVD SB","78723","1","CH","4","324",,,,,,"3139277","3139277","30.29571117","-97.66294229","
,  
(30.29571117, -97.66294229)"
"2021441063","AUTO THEFT","700","N","2021-02-13T17:27:00.000","2021-02-13T00:00:00.000","1727","2021-02-13T17:27:00.000","2021-02-13T00:00:00.000","1727","STREETS / HWY / ROAD / ALLEY","ELMONT DR / S PLEASANT VALLEY RD","78741","3","HE","3","442",,"C","2021-02-19T00:00:00.000","240","Auto Theft","3121901","3121901","30.23880184","-97.71955612","
,  
(30.23880184, -97.71955612)"
"2021441056","FAMILY DISTURBANCE","3400","N","2021-02-13T17:20:00.000","2021-02-13T00:00:00.000","1720","2021-02-13T18:06:00.000","2021-02-13T00:00:00.000","1806","RESIDENCE / HOME","1506 E 13TH ST","78702","1","CH","3","391",,,,,,"3120418","3120418","30.27446743","-97.72328969","
,  
(30.27446743, -97.72328969)"
"2021441057","THEFT","600","N","2021-02-13T17:20:00.000","2021-02-13T00:00:00.000","1720","2021-02-13T17:55:00.000","2021-02-13T00:00:00.000","1755","GAS / SERVICE STATIONS","6515 AIRPORT BLVD","78752","4","ID","8","279",,"N","2021-02-14T00:00:00.000","23H","Theft","3122529","3122529","30.33013518","-97.71509064","
,  
(30.33013518, -97.71509064)"
"2021441049","FAMILY DISTURBANCE/PARENTAL","3458","N","2021-02-13T17:15:00.000","2021-02-13T00:00:00.000","1715","2021-02-13T17:15:00.000","2021-02-13T00:00:00.000","1715","RESIDENCE / HOME","4632 CHATEAU VILLAGE WAY","78744","2","FR","8","530",,,,,,"3109854","3109854","30.17195292","-97.75949745","
,  
(30.17195292, -97.75949745)"
"20215006534","THEFT CATALYTIC CONVERTER","620","N","2021-02-13T17:00:00.000","2021-02-13T00:00:00.000","1700","2021-02-19T19:19:00.000","2021-02-19T00:00:00.000","1919","RESIDENCE / HOME","12433 DESSAU RD","78754","1","ED","6","206",,,,"23F","Theft","3143645","3143645","30.38973074","-97.64648054","
,  
(30.38973074, -97.64648054)"
"20215006441","ONLINE SOLICITATION OF A MINOR","2612","N","2021-02-13T17:00:00.000","2021-02-13T00:00:00.000","1700","2021-02-16T10:41:00.000","2021-02-16T00:00:00.000","1041","OTHER / UNKNOWN","1600 PAYTON GIN RD","78758","4","ED","2","235",,,,,,"3122587","3122587","30.36438199","-97.71397697","
,  
(30.36438199, -97.71397697)"
"20215006505","CRED CARD ABUSE - OTHER","1106","N","2021-02-13T17:00:00.000","2021-02-13T00:00:00.000","1700","2021-02-19T13:13:00.000","2021-02-19T00:00:00.000","1313","HOTEL / MOTEL / ETC.","6121 N IH 35 SVRD NB","78752","4","ID","1","280",,,,,,"3125778","3125778","30.32368743","-97.70496507","
,  
(30.32368743, -97.70496507)"
"20215006478","HARASSMENT","2703","Y","2021-02-13T16:58:00.000","2021-02-13T00:00:00.000","1658","2021-02-18T12:26:00.000","2021-02-18T00:00:00.000","1226","RESIDENCE / HOME","7223 ELLINGTON CIR","78724","1","CH","7","302",,,,,,"3145695","3145695","30.30635811","-97.64230363","
,  
(30.30635811, -97.64230363)"
"2021441029","POSS CONTROLLED SUB/NARCOTIC","1800","N","2021-02-13T16:50:00.000","2021-02-13T00:00:00.000","1650","2021-02-13T18:11:00.000","2021-02-13T00:00:00.000","1811","STREETS / HWY / ROAD / ALLEY","DESSAU RD / SCHEIDER DR","78754","1","ED","5","242",,,,,,"3138629","3138629","30.3738311","-97.66283456","
,  
(30.3738311, -97.66283456)"
"20215006479","ASSAULT BY THREAT","901","N","2021-02-13T16:30:00.000","2021-02-13T00:00:00.000","1630","2021-02-18T13:22:00.000","2021-02-18T00:00:00.000","1322","STREETS / HWY / ROAD / ALLEY","909 TAYLOR ST","78702","3","CH","1","409",,,,,,"3116533","3116533","30.25781483","-97.73604829","
,  
(30.25781483, -97.73604829)"
"2021441006","TERRORISTIC THREAT","2704","N","2021-02-13T16:26:00.000","2021-02-13T00:00:00.000","1626","2021-02-13T16:26:00.000","2021-02-13T00:00:00.000","1626","RESIDENCE / HOME","6205 CHESTERFIELD AVE","78752","4","ID","6","278",,"C","2021-02-13T00:00:00.000",,,"3121552","3121552","30.3283374","-97.71823702","
,  
(30.3283374, -97.71823702)"
"2021440996","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-13T16:19:00.000","2021-02-13T00:00:00.000","1619","2021-02-13T16:19:00.000","2021-02-13T00:00:00.000","1619","RESIDENCE / HOME","9209 NORTHGATE BLVD","78758","4","ED","2","235",,,,,,"3122028","3122028","30.37136449","-97.71556043","
,  
(30.37136449, -97.71556043)"
"20218001008","ASSAULT BY CONTACT","902","N","2021-02-13T15:45:00.000","2021-02-13T00:00:00.000","1545","2021-02-13T20:00:00.000","2021-02-13T00:00:00.000","2000","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"2021440914","CRIMINAL TRESPASS","2716","N","2021-02-13T15:40:00.000","2021-02-13T00:00:00.000","1540","2021-02-13T15:40:00.000","2021-02-13T00:00:00.000","1540","SPECIALTY  STORE (TV  FUR ETC.)","6307 CAMERON RD","78723","1","ID","5","293",,,,,,"3128892","3128892","30.32022465","-97.6951872","
,  
(30.32022465, -97.6951872)"
"2021440949","AGG ASLT STRANGLE/SUFFOCATE","410","Y","2021-02-13T15:35:00.000","2021-02-13T00:00:00.000","1535","2021-02-13T15:35:00.000","2021-02-13T00:00:00.000","1535","RESIDENCE / HOME","304 E WILLIAM CANNON DR","78745","2","FR","4","515",,,,"13A","Aggravated Assault","3104401","3104401","30.19280776","-97.77620629","
,  
(30.19280776, -97.77620629)"
"2021440926","FAMILY DISTURBANCE","3400","N","2021-02-13T15:27:00.000","2021-02-13T00:00:00.000","1527","2021-02-13T15:27:00.000","2021-02-13T00:00:00.000","1527","STREETS / HWY / ROAD / ALLEY","1719 SYLVAN DR","78741","9","HE","1","456",,"N","2021-02-13T00:00:00.000",,,"3117633","3117633","30.23856555","-97.73308168","
,  
(30.23856555, -97.73308168)"
"2021440938","ASSAULT BY CONTACT FAM/DATING","902","N","2021-02-13T15:23:00.000","2021-02-13T00:00:00.000","1523","2021-02-13T15:23:00.000","2021-02-13T00:00:00.000","1523","RESIDENCE / HOME","10127 MIDDLE FISKVILLE RD","78753","4","ED","7","241",,"N","2021-02-19T00:00:00.000",,,"3132788","3132788","30.36425904","-97.68162568","
,  
(30.36425904, -97.68162568)"
"2021440933","AUTO THEFT","700","N","2021-02-13T15:18:00.000","2021-02-13T00:00:00.000","1518","2021-02-13T15:18:00.000","2021-02-13T00:00:00.000","1518","GAS / SERVICE STATIONS","1624 E HOWARD LN","78660","7","ED","6","1753",,,,"240","Auto Theft","3145987","3145987","30.40415189","-97.6386473","
,  
(30.40415189, -97.6386473)"
"20218001006","THEFT OF BICYCLE","609","N","2021-02-13T15:10:00.000","2021-02-13T00:00:00.000","1510","2021-02-13T16:25:00.000","2021-02-13T00:00:00.000","1625","RESIDENCE / HOME","601 W ST JOHNS AVE","78752","4","ID","8","279",,"N","2021-02-17T00:00:00.000","23H","Theft","3122555","3122555","30.3377148","-97.71480249","
,  
(30.3377148, -97.71480249)"
"2021440921","FAMILY DISTURBANCE","3400","N","2021-02-13T15:07:00.000","2021-02-13T00:00:00.000","1507","2021-02-13T15:58:00.000","2021-02-13T00:00:00.000","1558","RESIDENCE / HOME","3212 CROSSCREEK DR","78757","7","BA","6","233",,"N","2021-02-16T00:00:00.000",,,"3115366","3115366","30.37136221","-97.73669187","
,  
(30.37136221, -97.73669187)"
"2021440913","FAMILY DISTURBANCE","3400","N","2021-02-13T15:01:00.000","2021-02-13T00:00:00.000","1501","2021-02-13T15:01:00.000","2021-02-13T00:00:00.000","1501","RESIDENCE / HOME","10003 KABAR TRL","78759","10","AD","7","186",,,,,,"3098660","3098660","30.41607026","-97.78850193","
,  
(30.41607026, -97.78850193)"
"2021440892","FAMILY DISTURBANCE","3400","N","2021-02-13T14:59:00.000","2021-02-13T00:00:00.000","1459","2021-02-13T14:59:00.000","2021-02-13T00:00:00.000","1459","BAR / NIGHT CLUB","715 RED RIVER ST","78701","9","GE","2","382",,,,,,"3116383","3116383","30.26786597","-97.73625316","
,  
(30.26786597, -97.73625316)"
"20215006509","MAIL THEFT","8503","N","2021-02-13T14:43:00.000","2021-02-13T00:00:00.000","1443","2021-02-19T14:44:00.000","2021-02-19T00:00:00.000","1444","RESIDENCE / HOME","11915 STONEHOLLOW DR","78758","7","AD","2","202",,,,"23H","Theft","3125010","3125010","30.40055356","-97.70530629","
,  
(30.40055356, -97.70530629)"
"20215006382","BURGLARY OF RESIDENCE","500","N","2021-02-13T14:36:00.000","2021-02-13T00:00:00.000","1436","2021-02-13T15:32:00.000","2021-02-13T00:00:00.000","1532","RESIDENCE / HOME","12041 DESSAU RD","78754","1","ED","5","224",,"N","2021-02-17T00:00:00.000","220","Burglary","3141934","3141934","30.38056427","-97.65216372","
,  
(30.38056427, -97.65216372)"
"2021440881","ASSAULT BY CONTACT FAM/DATING","902","Y","2021-02-13T14:34:00.000","2021-02-13T00:00:00.000","1434","2021-02-13T14:34:00.000","2021-02-13T00:00:00.000","1434","RESIDENCE / HOME","2301 DURWOOD ST","78704","9","DA","1","476",,"N","2021-02-16T00:00:00.000",,,"3110089","3110089","30.24200041","-97.75688607","
,  
(30.24200041, -97.75688607)"
"20215006387","THEFT OF BICYCLE","609","N","2021-02-13T14:14:00.000","2021-02-13T00:00:00.000","1414","2021-02-13T16:46:00.000","2021-02-13T00:00:00.000","1646","RENTAL STORAGE FACILITY","13126 N FM 620 RD NB","78717","6","AD","5","573",,,,"23H","Theft","3096683","3096683","30.46921787","-97.79337524","
,  
(30.46921787, -97.79337524)"
"2021440691","DOC WINDOW PEEPING-RESIDENCE","2407","N","2021-02-13T13:41:00.000","2021-02-13T00:00:00.000","1341","2021-02-13T13:41:00.000","2021-02-13T00:00:00.000","1341","RESIDENCE / HOME","9100 BLOCK NORTHGATE BLVD","78758","4","ED","2","235",,,,,,"0","0",,,
"2021440805","DOC FIGHTING","2406","N","2021-02-13T13:37:00.000","2021-02-13T00:00:00.000","1337","2021-02-13T13:37:00.000","2021-02-13T00:00:00.000","1337","STREETS / HWY / ROAD / ALLEY","12320 DESSAU RD","78753","7","ED","6","206",,"N","2021-02-18T00:00:00.000",,,"3143224","3143224","30.38907973","-97.64783433","
,  
(30.38907973, -97.64783433)"
"2021440837","CRIMINAL MISCHIEF","1400","N","2021-02-13T13:30:00.000","2021-02-13T00:00:00.000","1330","2021-02-13T13:59:00.000","2021-02-13T00:00:00.000","1359","PARKING LOTS / GARAGE","9414 N LAMAR BLVD","78758","4","ED","1","238",,,,,,"3127650","3127650","30.36499057","-97.69790197","
,  
(30.36499057, -97.69790197)"
"2021440791","BURGLARY OF VEHICLE","601","N","2021-02-13T13:17:00.000","2021-02-13T00:00:00.000","1317","2021-02-13T13:17:00.000","2021-02-13T00:00:00.000","1317","PARKING LOTS / GARAGE","609 CLAYTON LN","78752","4","ID","8","279",,,,"23F","Theft","3123096","3123096","30.32380639","-97.71346478","
,  
(30.32380639, -97.71346478)"
"2021440800","AGG ROBBERY/DEADLY WEAPON","300","N","2021-02-13T13:15:00.000","2021-02-13T00:00:00.000","1315","2021-02-13T13:23:00.000","2021-02-13T00:00:00.000","1323","PARKING LOTS / GARAGE","5339 N IH 35 SVRD NB","78723","4","ID","5","292",,,,"120","Robbery","3124985","3124985","30.31232576","-97.70778835","
,  
(30.31232576, -97.70778835)"
"2021440740","FAMILY DISTURBANCE","3400","N","2021-02-13T12:38:00.000","2021-02-13T00:00:00.000","1238","2021-02-13T12:38:00.000","2021-02-13T00:00:00.000","1238","RESIDENCE / HOME","3401 SAND DUNES AVE","78744","2","HE","6","498",,,,,,"3130869","3130869","30.20092083","-97.69218522","
,  
(30.20092083, -97.69218522)"
"20215006455","FRAUD - OTHER","1199","N","2021-02-13T12:00:00.000","2021-02-13T00:00:00.000","1200","2021-02-16T15:01:00.000","2021-02-16T00:00:00.000","1501","OTHER / UNKNOWN","11301 FARRAH LN","78748","5","FR","2","602",,"N","2021-02-17T00:00:00.000",,,"3097156","3097156","30.14035365","-97.80051923","
,  
(30.14035365, -97.80051923)"
"20215006513","CRIMINAL MISCHIEF","1400","N","2021-02-13T12:00:00.000","2021-02-13T00:00:00.000","1200","2021-02-19T14:55:00.000","2021-02-19T00:00:00.000","1455","OTHER / UNKNOWN","12041 DESSAU RD","78754","1","ED","5","224",,,,,,"3141934","3141934","30.38056427","-97.65216372","
,  
(30.38056427, -97.65216372)"
"20215006516","MAIL THEFT","8503","N","2021-02-13T12:00:00.000","2021-02-13T00:00:00.000","1200","2021-02-19T15:22:00.000","2021-02-19T00:00:00.000","1522","STREETS / HWY / ROAD / ALLEY","14904 THATCHER DR","78717","6","AD","5","574",,,,"23H","Theft","3104225","3104225","30.49078271","-97.76885453","
,  
(30.49078271, -97.76885453)"
"20215006425","BURGLARY OF RESIDENCE","500","N","2021-02-13T12:00:00.000","2021-02-13T00:00:00.000","1200","2021-02-14T16:12:00.000","2021-02-14T00:00:00.000","1612","RESIDENCE / HOME","11424 PTARMIGAN DR","78758","7","ED","4","2211",,"N","2021-02-17T00:00:00.000","220","Burglary","3125366","3125366","30.3924296","-97.70439827","
,  
(30.3924296, -97.70439827)"
"20215006486","THEFT OF LICENSE PLATE","614","N","2021-02-13T12:00:00.000","2021-02-13T00:00:00.000","1200","2021-02-18T17:58:00.000","2021-02-18T00:00:00.000","1758","RESIDENCE / HOME","2300 NUECES ST","78705","9","BA","1","359",,"N","2021-02-20T00:00:00.000","23G","Theft","3113806","3113806","30.28678926","-97.74391088","
,  
(30.28678926, -97.74391088)"
"2021440690","AGG ASSAULT","402","N","2021-02-13T11:24:00.000","2021-02-13T00:00:00.000","1124","2021-02-13T11:24:00.000","2021-02-13T00:00:00.000","1124","STREETS / HWY / ROAD / ALLEY","700 W WILLIAM CANNON DR","78745","2","FR","4","512",,,,"13A","Aggravated Assault","3100652","3100652","30.19759625","-97.78794958","
,  
(30.19759625, -97.78794958)"
"2021440621","FAMILY DISTURBANCE","3400","N","2021-02-13T11:13:00.000","2021-02-13T00:00:00.000","1113","2021-02-13T11:13:00.000","2021-02-13T00:00:00.000","1113","RESIDENCE / HOME","420 W SLAUGHTER LN","78748","2","FR","3","537",,,,,,"3097949","3097949","30.17212192","-97.79717649","
,  
(30.17212192, -97.79717649)"
"20218000999","THEFT","600","N","2021-02-13T11:10:00.000","2021-02-13T00:00:00.000","1110","2021-02-13T12:32:00.000","2021-02-13T00:00:00.000","1232","RESIDENCE / HOME","7604 RIM CV","78731","10","BA","8","229",,,,"23H","Theft","3104024","3104024","30.37290422","-97.77262671","
,  
(30.37290422, -97.77262671)"
"2021440636","ASSAULT W/INJURY-FAM/DATE VIOL","900","Y","2021-02-13T11:07:00.000","2021-02-13T00:00:00.000","1107","2021-02-13T11:07:00.000","2021-02-13T00:00:00.000","1107","OTHER / UNKNOWN","6707 BERKMAN DR","78723","1","ID","3","294",,,,,,"3130929","3130929","30.31995698","-97.6887367","
,  
(30.31995698, -97.6887367)"
"20215006383","THEFT CATALYTIC CONVERTER","620","N","2021-02-13T11:00:00.000","2021-02-13T00:00:00.000","1100","2021-02-13T15:43:00.000","2021-02-13T00:00:00.000","1543","RESIDENCE / HOME","2606 CANTERBURY ST","78702","3","CH","1","420",,"N","2021-02-19T00:00:00.000","23F","Theft","3123030","3123030","30.2520744","-97.71562015","
,  
(30.2520744, -97.71562015)"
"20218001066","BURGLARY OF VEH-NO SUSPECT/FU","601","N","2021-02-13T11:00:00.000","2021-02-13T00:00:00.000","1100","2021-02-16T05:29:00.000","2021-02-16T00:00:00.000","529","PARKING LOTS / GARAGE","5608 AVENUE F","78751","4","ID","6","290",,,,"23F","Theft","3121367","3121367","30.3213783","-97.71901214","
,  
(30.3213783, -97.71901214)"
"20215006523","CRUELTY TO ANIMALS","2717","N","2021-02-13T11:00:00.000","2021-02-13T00:00:00.000","1100","2021-02-19T16:10:00.000","2021-02-19T00:00:00.000","1610","RESIDENCE / HOME","8208 BELCLAIRE LN","78748","2","FR","3","537",,,,,,"3099149","3099149","30.17975168","-97.79317753","
,  
(30.17975168, -97.79317753)"
"2021440560","BURGLARY OF VEHICLE","601","N","2021-02-13T10:36:00.000","2021-02-13T00:00:00.000","1036","2021-02-13T10:36:00.000","2021-02-13T00:00:00.000","1036","STREETS / HWY / ROAD / ALLEY","12001 METRIC BLVD","78758","7","ED","4","2211",,,,"23F","Theft","3126106","3126106","30.40193371","-97.70179112","
,  
(30.40193371, -97.70179112)"
"20218001005","ASSAULT BY CONTACT","902","N","2021-02-13T10:33:00.000","2021-02-13T00:00:00.000","1033","2021-02-13T16:00:00.000","2021-02-13T00:00:00.000","1600","DRUG STORE / DR. OFFICE / HOSPITAL","4110 GUADALUPE ST","78751","9","BA","5","330",,,,,,"3116281","3116281","30.30698583","-97.73552369","
,  
(30.30698583, -97.73552369)"
"2021440571","CRASH/FAIL STOP AND RENDER AID","3604","N","2021-02-13T10:32:00.000","2021-02-13T00:00:00.000","1032","2021-02-13T10:32:00.000","2021-02-13T00:00:00.000","1032","STREETS / HWY / ROAD / ALLEY","12600 N US 183 HWY NB","78717","6","AD","5","573",,,,,,"3095216","3095216","30.47104169","-97.79798512","
,  
(30.47104169, -97.79798512)"
"2021440461","CRIMINAL MISCHIEF","1400","N","2021-02-13T10:03:00.000","2021-02-13T00:00:00.000","1003","2021-02-13T10:03:00.000","2021-02-13T00:00:00.000","1003","HOTEL / MOTEL / ETC.","1901 AIRPORT COMMERCE DR","78741","3","HE","5","444",,"C","2021-02-13T00:00:00.000",,,"3130656","3130656","30.21987398","-97.69234153","
,  
(30.21987398, -97.69234153)"
"2021440550","FAMILY DISTURBANCE","3400","N","2021-02-13T09:56:00.000","2021-02-13T00:00:00.000","956","2021-02-13T09:56:00.000","2021-02-13T00:00:00.000","956","STREETS / HWY / ROAD / ALLEY","1515 WICKERSHAM LN","78741","3","HE","3","442",,,,,,"3122306","3122306","30.23496305","-97.7183772","
,  
(30.23496305, -97.7183772)"
"20215006417","HARASSMENT","2703","N","2021-02-13T09:50:00.000","2021-02-13T00:00:00.000","950","2021-02-14T10:53:00.000","2021-02-14T00:00:00.000","1053","PARKING LOTS / GARAGE","2410 E RIVERSIDE DR","78741","3","HE","2","441",,,,,,"3120441","3120441","30.23677947","-97.72423542","
,  
(30.23677947, -97.72423542)"
"2021440315","DAMAGE CITY VEHICLE","3832","N","2021-02-13T09:49:00.000","2021-02-13T00:00:00.000","949","2021-02-13T09:49:00.000","2021-02-13T00:00:00.000","949","STREETS / HWY / ROAD / ALLEY","RESEARCH BLVD SB / MOPAC TO RESEARCH SB RAMP","78757","7","BA","6","233",,"N","2021-02-18T00:00:00.000",,,"3117877","3117877","30.37416133","-97.72865158","
,  
(30.37416133, -97.72865158)"
"20215006404","BURGLARY OF VEHICLE","601","N","2021-02-13T09:30:00.000","2021-02-13T00:00:00.000","930","2021-02-13T21:40:00.000","2021-02-13T00:00:00.000","2140","RESIDENCE / HOME","7201 FM 2222 RD","78730","10","AD","7","23",,,,"23F","Theft","3094650","3094650","30.36917004","-97.80245844","
,  
(30.36917004, -97.80245844)"
"2021440511","FAMILY DISTURBANCE","3400","N","2021-02-13T09:25:00.000","2021-02-13T00:00:00.000","925","2021-02-13T09:25:00.000","2021-02-13T00:00:00.000","925","RESIDENCE / HOME","8601 FIRESIDE DR","78757","7","ID","7","234",,"N","2021-02-18T00:00:00.000",,,"3119750","3119750","30.36644829","-97.72291917","
,  
(30.36644829, -97.72291917)"
"20218000996","THEFT CATALYTIC CONVERTER","620","N","2021-02-13T08:55:00.000","2021-02-13T00:00:00.000","855","2021-02-13T09:46:00.000","2021-02-13T00:00:00.000","946","RESIDENCE / HOME","2612 HOWELLWOOD WAY","78748","5","FR","1","100",,"N","2021-02-19T00:00:00.000","23F","Theft","3086204","3086204","30.17627782","-97.83424581","
,  
(30.17627782, -97.83424581)"
"20215006413","IDENTITY THEFT","4022","N","2021-02-13T08:00:00.000","2021-02-13T00:00:00.000","800","2021-02-14T08:30:00.000","2021-02-14T00:00:00.000","830","RESIDENCE / HOME","4302 TWISTED TREE DR","78735","8","DA","5","57",,,,,,"3085603","3085603","30.25202748","-97.83418923","
,  
(30.25202748, -97.83418923)"
"2021440351","AUTO THEFT","700","N","2021-02-13T07:00:00.000","2021-02-13T00:00:00.000","700","2021-02-13T07:50:00.000","2021-02-13T00:00:00.000","750","PARKING LOTS / GARAGE","2409 TOWN LAKE CIR","78741","3","HE","2","441",,"N","2021-02-17T00:00:00.000","240","Auto Theft","3120752","3120752","30.23855989","-97.7232022","
,  
(30.23855989, -97.7232022)"
"20215006524","MAIL THEFT","8503","N","2021-02-13T06:03:00.000","2021-02-13T00:00:00.000","603","2021-02-19T16:12:00.000","2021-02-19T00:00:00.000","1612","RESIDENCE / HOME","1904 NEWTON ST","78704","9","DA","1","476",,,,"23H","Theft","3111006","3111006","30.24550449","-97.75388773","
,  
(30.24550449, -97.75388773)"
"2021440256","BURGLARY OF VEHICLE","601","N","2021-02-13T05:32:00.000","2021-02-13T00:00:00.000","532","2021-02-13T05:32:00.000","2021-02-13T00:00:00.000","532","PARKING LOTS / GARAGE","12001 METRIC BLVD","78758","7","ED","4","2211",,,,"23F","Theft","3126106","3126106","30.40193371","-97.70179112","
,  
(30.40193371, -97.70179112)"
"2021440303","AUTO THEFT","700","N","2021-02-13T05:30:00.000","2021-02-13T00:00:00.000","530","2021-02-13T06:19:00.000","2021-02-13T00:00:00.000","619","PARKING LOTS / GARAGE","14201 N IH 35 SVRD NB","78660","7","ED","6","174",,,,"240","Auto Theft","3136074","3136074","30.43270878","-97.66931266","
,  
(30.43270878, -97.66931266)"
"2021440204","DATING DISTURBANCE","2400","N","2021-02-13T05:28:00.000","2021-02-13T00:00:00.000","528","2021-02-13T05:28:00.000","2021-02-13T00:00:00.000","528","RESIDENCE / HOME","5705 DIEHL TRL","78727","6","AD","3","183",,,,,,"3113542","3113542","30.43497784","-97.74076728","
,  
(30.43497784, -97.74076728)"
"2021440396","AGG ASLT STRANGLE/SUFFOCATE","410","Y","2021-02-13T05:00:00.000","2021-02-13T00:00:00.000","500","2021-02-13T07:29:00.000","2021-02-13T00:00:00.000","729","RESIDENCE / HOME","2520 ELMONT DR","78741","3","HE","2","441",,,,"13A","Aggravated Assault","3121683","3121683","30.23963782","-97.72022403","
,  
(30.23963782, -97.72022403)"
